idno,GEN,AGE,EDU,JOBS,JOBS1,JOBS2,INCOME,region,pspwght,regions,FW1,FW3,FW7,FW9,FW10,FW11,FW2,FW12,FW13,FW4,FW5,FW6,FW8,FW14
23406,1,64,1,66,0,0,2,BE24,1.28112585,0,4,4,4,4,4,4,4,4,4,7,5,7,6,6
23505,2,47,6,8,0,1,9,BE24,0.855294341,0,5,4,4,4,3,3,4,4,4,9,9,9,7,5
23506,1,62,4,66,0,0,4,BE24,0.854966103,0,5,4,5,5,5,5,2,5,5,8,8,10,4,6
23507,2,66,3,66,0,0,2,BE24,0.857158564,0,5,4,5,3,4,3,4,4,3,8,9,9,8,5
23508,2,75,3,66,0,0,1,BE24,0.857158564,0,5,5,5,2,5,4,4,5,4,6,6,6,5,4
23601,2,18,4,66,0,0,,BE24,0.862898819,0,4,4,4,3,4,3,4,4,3,7,9,9,6,7
23602,1,49,2,66,0,0,7,BE24,1.284401837,0,5,4,4,2,4,2,4,2,2,7,7,7,8,7
23603,1,59,3,66,0,0,6,BE24,0.854966103,0,4,2,5,3,4,3,2,4,4,8,8,8,5,4
23605,1,24,5,6,0,1,7,BE24,0.860691675,0,5,4,4,4,4,4,4,4,4,8,8,8,8,6
23608,2,83,1,66,0,0,,BE24,1.284411148,0,5,3,2,2,4,3,3,2,2,9,9,4,0,1
23609,1,45,6,9,0,1,7,BE24,0.853106648,0,5,4,5,4,4,4,4,5,4,8,8,8,8,7
30101,2,23,7,8,0,1,8,BE10,1.137657633,1,5,5,5,5,5,5,4,5,3,8,8,8,9,7
30104,1,21,4,66,0,0,,BE10,1.242551197,1,5,5,5,5,5,5,3,5,5,7,4,5,7,7
30105,2,32,1,6,0,1,5,BE10,1.158610098,1,3,3,4,4,4,4,2,4,4,7,5,5,8,6
30106,1,40,7,66,0,0,3,BE10,1.007272576,1,5,5,5,5,5,4,5,5,5,10,9,9,10,10
30107,1,44,2,66,0,0,7,BE10,1.025823714,1,4,4,4,4,5,4,2,4,4,8,6,6,8,7
30108,1,50,2,66,0,0,4,BE10,1.025823714,1,4,5,5,5,5,5,2,5,4,7,7,7,7,7
30109,1,61,4,66,0,0,2,BE10,1.346696132,1,5,3,3,3,4,3,1,3,3,8,4,6,5,5
30203,1,29,2,7,0,1,4,BE10,1.197722132,1,5,4,5,5,4,4,4,5,3,7,6,7,7,3
30306,1,72,2,66,0,0,5,BE10,1.298109701,1,5,4,4,3,4,5,3,4,4,8,6,8,7,7
30307,2,87,2,66,0,0,5,BE10,1.255719476,1,4,2,2,3,3,3,2,3,1,5,1,5,0,2
30308,1,28,5,7,0,1,3,BE10,1.17606236,1,3,3,4,3,4,4,2,1,3,10,7,8,7,4
30401,1,22,,66,0,0,,BE10,0.959777912,1,3,3,4,4,4,4,1,3,3,7,6,4,7,6
30403,1,42,3,6,0,1,8,BE10,1.064218861,1,4,4,4,3,4,4,2,5,4,7,6,7,6,7
30404,1,48,6,8,0,1,9,BE10,1.007272576,1,3,4,5,4,5,4,2,3,5,7,8,5,8,7
30405,2,63,2,66,0,0,4,BE10,1.255719476,1,4,3,4,3,5,5,1,5,3,7,6,5,7,7
30406,2,74,3,66,0,0,4,BE10,1.3027193,1,4,4,4,4,5,5,2,5,4,10,9,10,6,5
30407,2,90,1,66,0,0,2,BE10,1.255719476,1,4,3,4,2,5,3,3,5,3,6,5,5,8,6
30408,1,36,4,7,0,1,8,BE10,1.064218861,1,3,3,4,2,4,4,2,5,4,7,5,6,6,7
30409,1,55,,8,0,1,,BE10,1.040222088,1,5,4,4,4,4,4,3,5,5,8,6,8,7,7
30502,1,47,1,66,0,0,6,BE10,1.025823714,1,5,5,5,5,5,5,1,1,1,2,5,4,10,10
30504,1,22,5,8,0,1,7,BE10,1.17606236,1,5,4,4,4,4,3,3,5,4,8,8,5,6,4
30601,2,35,6,66,0,0,3,BE10,0.974379739,1,4,3,4,2,3,3,1,2,2,6,6,5,6,3
30605,1,20,3,66,0,0,7,BE10,1.242551197,1,4,4,4,4,4,3,3,5,4,8,8,7,7,8
30607,2,40,7,66,0,0,3,BE10,0.974379739,1,2,5,5,5,4,4,2,2,4,6,6,5,4,7
30703,2,81,1,66,0,0,,BE10,1.255719476,1,2,3,2,2,4,4,3,5,5,4,4,4,9,5
30704,2,28,1,7,0,1,4,BE10,1.158610098,1,3,4,4,5,4,5,1,5,2,7,7,7,7,5
30705,1,25,2,7,0,1,4,BE10,1.197722132,1,5,5,5,3,5,4,1,5,4,8,5,7,8,6
30706,2,37,3,5,1,0,3,BE10,1.029466423,1,5,3,4,2,5,2,2,3,4,5,5,6,6,4
30709,2,49,3,4,1,0,6,BE10,1.029466423,1,5,4,4,3,4,3,3,5,3,6,6,5,7,6
30801,1,35,5,8,0,1,10,BE10,1.007272576,1,5,4,4,5,5,4,4,5,2,9,9,7,9,5
30802,1,22,3,66,0,0,5,BE10,1.242551197,1,5,3,4,5,4,5,2,4,2,8,8,8,7,3
30803,1,30,7,6,0,1,4,BE10,1.17606236,1,4,4,4,4,4,4,2,3,4,7,7,8,7,5
30805,2,54,7,7,0,1,8,BE10,0.974379739,1,4,4,5,4,4,3,4,5,5,7,8,9,8,7
30901,2,34,7,8,0,1,10,BE10,1.137657633,1,5,4,4,4,4,4,4,4,4,8,8,6,6,8
30909,1,27,3,6,0,1,4,BE10,1.242551197,1,4,4,4,4,4,3,3,4,3,7,7,7,7,5
31001,2,24,4,7,0,1,10,BE10,1.201975254,1,2,4,3,3,3,2,3,5,3,8,7,7,5,6
31003,1,42,7,9,0,1,8,BE10,1.007272576,1,4,4,5,4,4,4,4,5,4,9,8,8,8,5
31101,2,20,5,66,0,0,5,BE10,1.137657633,1,4,5,5,5,5,5,2,5,4,8,7,8,8,6
31102,2,32,6,8,0,1,4,BE10,1.137657633,1,5,5,4,5,5,5,3,5,5,7,5,5,7,7
31103,2,41,5,66,0,0,,BE10,1.029466423,1,3,4,4,5,5,5,3,5,3,7,4,7,9,7
31104,1,47,6,7,0,1,,BE10,1.007272576,1,4,4,5,5,5,4,1,4,5,6,1,6,8,6
31105,2,55,1,66,0,0,,BE10,1.255719476,1,3,3,3,3,5,4,2,4,3,7,7,7,6,6
31107,2,81,1,66,0,0,4,BE10,1.255719476,1,2,3,4,3,5,4,2,4,5,7,7,4,7,7
31108,1,26,5,8,0,1,8,BE10,1.17606236,1,4,5,4,5,5,5,2,5,5,8,1,5,7,7
31109,2,36,1,66,0,0,3,BE10,0.992325083,1,4,4,3,5,4,5,3,5,3,6,5,6,4,4
31203,1,40,1,7,0,1,4,BE10,1.025823714,1,4,3,4,4,4,4,2,4,4,6,7,6,5,5
31206,2,90,2,66,0,0,3,BE10,1.255719476,1,4,3,2,2,3,4,2,5,2,6,6,5,7,3
31208,1,36,5,5,1,0,4,BE10,1.007272576,1,4,3,4,4,4,4,3,5,4,7,7,6,7,5
31303,1,29,7,5,1,0,5,BE10,1.17606236,1,5,5,4,5,4,5,2,5,4,7,10,7,8,7
31305,2,49,3,8,0,1,8,BE10,1.029466423,1,4,4,4,2,3,4,4,5,3,9,8,8,7,6
31307,2,75,3,10,0,1,1,BE10,1.3027193,1,5,4,5,5,5,5,5,1,5,10,10,6,10,10
31308,1,36,7,8,0,1,8,BE10,1.007272576,1,5,4,4,4,4,4,4,4,5,7,7,7,8,8
31309,2,56,6,9,0,1,8,BE10,1.233010871,1,5,4,5,5,4,5,5,5,4,7,7,8,10,8
31402,1,87,5,66,0,0,,BE10,1.346696132,1,4,4,4,2,4,3,5,4,3,5,7,7,5,3
31403,2,44,2,66,0,0,,BE10,0.992325083,1,2,3,,2,3,4,2,5,5,10,10,10,6,10
31404,2,53,5,10,0,1,,BE10,1.029466423,1,4,4,4,3,4,4,4,5,3,7,7,7,8,7
31406,2,33,7,66,0,0,,BE10,1.137657633,1,5,4,5,3,4,4,4,4,4,10,10,10,8,7
31407,1,62,4,66,0,0,,BE10,1.346696132,1,5,5,5,5,5,5,5,5,5,10,10,10,10,8
31408,2,83,1,66,0,0,,BE10,1.255719476,1,5,,,3,3,3,3,3,,10,10,10,,10
31501,2,52,3,66,0,0,3,BE10,1.029466423,1,4,3,3,2,4,4,2,3,3,6,7,6,5,4
31503,1,32,2,7,0,1,6,BE10,1.197722132,1,4,3,4,3,4,3,1,2,2,6,8,7,5,5
31504,2,80,1,66,0,0,1,BE10,1.255719476,1,5,4,4,4,5,5,3,5,3,7,8,8,7,6
31505,1,19,2,66,0,0,8,BE10,1.197722132,1,5,3,3,5,4,2,3,2,1,5,8,6,7,5
31506,2,21,2,66,0,0,,BE10,1.158610098,1,3,3,5,4,3,4,2,4,4,8,8,8,9,4
31508,2,40,1,66,0,0,7,BE10,0.992325083,1,5,4,4,5,5,5,2,5,2,6,7,7,7,6
31601,2,60,1,66,0,0,2,BE10,1.255719476,1,5,3,4,4,5,5,2,5,3,7,6,8,7,5
31602,2,67,1,66,0,0,3,BE10,1.255719476,1,5,4,5,4,5,5,2,5,4,9,9,9,8,6
31603,1,72,1,66,0,0,,BE10,1.298109701,1,3,4,4,3,5,3,2,5,3,9,9,8,6,2
31604,1,78,,66,0,0,2,BE10,1.040222088,1,4,4,3,2,4,5,3,5,5,7,7,7,7,6
31605,1,18,2,66,0,0,,BE10,1.197722132,1,3,5,4,5,5,5,2,5,4,8,6,8,8,6
31606,1,39,5,8,0,1,6,BE10,1.007272576,1,4,4,4,3,3,3,2,5,2,8,8,8,7,5
31608,2,65,1,66,0,0,,BE10,1.255719476,1,4,4,5,5,4,5,4,5,4,7,7,5,5,3
31703,1,38,3,66,0,0,,BE10,1.064218861,1,5,4,5,4,5,4,4,3,3,5,5,5,6,3
31801,2,34,5,66,0,0,1,BE10,1.201975254,1,4,4,4,5,4,4,2,5,4,6,6,6,7,5
31802,1,45,3,6,0,1,3,BE10,1.064218861,1,4,4,4,4,4,4,2,5,5,5,5,5,6,6
31804,2,25,5,8,0,1,10,BE10,1.137657633,1,5,4,4,4,4,4,3,5,5,6,8,7,7,7
31806,1,62,2,66,0,0,4,BE10,1.298109701,1,5,5,5,5,4,5,2,5,4,5,5,5,7,6
31807,1,31,2,8,0,1,6,BE10,1.197722132,1,5,5,4,5,4,5,2,5,4,8,6,8,8,5
31808,1,42,2,9,0,1,3,BE10,1.025823714,1,5,4,4,5,4,4,2,2,2,7,4,4,7,4
31901,1,23,3,7,0,1,7,BE10,1.242551197,1,4,4,4,5,4,4,3,4,4,7,6,6,7,7
31903,2,40,6,66,0,0,7,BE10,0.974379739,1,4,3,4,5,4,5,1,5,2,8,8,8,7,5
31904,1,52,2,7,0,1,1,BE10,1.025823714,1,5,4,3,4,4,2,1,1,3,10,8,10,5,5
32001,2,48,7,5,1,0,8,BE10,0.974379739,1,4,4,4,4,4,3,4,5,4,8,9,8,8,6
32002,2,36,7,8,0,1,7,BE10,0.974379739,1,4,3,4,4,4,4,2,4,4,6,6,6,7,6
32006,1,46,5,5,1,0,5,BE10,1.064218861,1,5,5,5,5,5,5,2,5,3,5,5,5,9,5
32007,2,65,3,66,0,0,5,BE10,1.3027193,1,4,3,4,2,4,4,3,4,5,7,7,6,6,5
32009,1,55,2,66,0,0,3,BE10,1.298109701,1,2,3,4,4,4,3,2,5,4,6,6,6,6,5
32101,1,34,,8,0,1,8,BE10,0.959777912,1,4,5,5,5,4,5,3,5,5,7,5,5,9,6
32102,2,45,2,8,0,1,7,BE10,0.992325083,1,5,4,5,5,5,5,1,5,5,8,3,4,7,7
32103,2,54,1,66,0,0,6,BE10,0.992325083,1,5,4,5,4,5,4,2,3,5,8,8,8,7,6
32104,2,84,2,66,0,0,,BE10,1.255719476,1,2,4,4,2,5,4,2,5,3,6,8,5,2,3
32105,2,20,2,66,0,0,6,BE10,1.158610098,1,4,4,3,5,5,5,2,5,3,7,7,7,8,7
32106,1,32,1,7,0,1,6,BE10,1.197722132,1,4,4,5,3,5,5,2,3,4,6,6,6,8,7
32107,1,40,2,8,0,1,3,BE10,1.025823714,1,4,4,4,5,5,5,2,5,4,7,7,7,8,6
32108,1,51,6,6,0,1,,BE10,1.007272576,1,4,4,4,5,5,5,2,5,4,7,6,7,8,7
32204,2,17,2,66,0,0,4,BE10,1.158610098,1,4,4,4,4,4,3,2,4,3,7,7,7,6,7
32205,1,26,2,7,0,1,7,BE10,1.197722132,1,4,4,4,4,4,3,3,4,4,6,6,6,7,6
32302,1,34,1,6,0,1,3,BE10,1.197722132,1,5,5,5,5,5,5,4,2,1,9,10,5,10,0
32304,2,53,3,66,0,0,4,BE10,1.029466423,1,4,3,4,4,3,4,1,4,2,6,6,7,7,4
32306,2,23,5,66,0,0,6,BE10,1.137657633,1,4,4,5,5,5,5,4,5,4,8,10,9,9,5
32307,1,34,5,7,0,1,6,BE10,1.242551197,1,,4,5,4,4,4,3,5,4,7,9,7,6,5
32309,1,63,1,66,0,0,2,BE10,1.298109701,1,5,3,4,4,3,4,3,4,3,6,7,7,6,6
32404,2,52,2,66,0,0,7,BE10,0.992325083,1,4,4,3,4,4,,3,4,2,5,6,5,6,3
32405,2,83,1,66,0,0,2,BE10,1.255719476,1,4,3,3,4,4,4,1,3,1,6,4,6,7,3
32406,2,42,2,66,0,0,3,BE10,0.992325083,1,4,4,4,4,3,4,1,5,3,6,6,5,6,5
32407,1,21,2,9,0,1,8,BE10,1.197722132,1,4,4,4,5,4,5,3,5,5,8,9,8,7,6
32408,1,32,3,8,0,1,8,BE10,1.242551197,1,4,4,3,4,4,3,1,1,5,7,7,8,6,3
32409,2,20,3,66,0,0,5,BE10,1.201975254,1,5,4,4,4,4,5,2,5,4,7,8,8,6,7
32502,1,40,2,6,0,1,4,BE10,1.025823714,1,5,3,4,4,,5,2,5,4,7,6,7,7,2
32503,1,49,2,5,1,0,4,BE10,1.025823714,1,4,2,5,3,4,4,3,5,5,8,8,8,5,2
32509,2,30,1,66,0,0,1,BE10,1.158610098,1,3,4,1,1,4,5,3,3,1,5,5,5,6,3
32602,2,48,2,66,0,0,5,BE10,0.992325083,1,5,,4,4,3,,1,5,2,5,2,5,6,5
32603,1,58,7,66,0,0,3,BE10,1.274634506,1,3,3,4,3,4,4,4,4,3,5,4,5,5,4
32605,1,38,2,6,0,1,6,BE10,1.025823714,1,4,3,3,3,4,2,2,2,4,5,5,5,5,7
32606,2,46,5,66,0,0,4,BE10,1.029466423,1,4,4,5,4,4,4,3,5,4,9,8,9,8,5
32607,2,69,5,66,0,0,4,BE10,1.233010871,1,5,4,5,4,5,4,5,5,4,9,10,8,6,7
32608,1,28,3,7,0,1,4,BE10,1.242551197,1,4,4,4,5,4,4,2,5,4,7,9,8,9,4
32609,1,56,2,6,0,1,4,BE10,1.298109701,1,4,3,4,4,4,4,1,5,3,4,4,6,6,3
32704,2,18,2,66,0,0,5,BE10,1.158610098,1,3,4,5,4,4,4,2,5,2,6,5,6,5,5
32705,1,26,3,9,0,1,7,BE10,1.242551197,1,4,4,5,5,5,4,4,5,3,8,8,8,5,7
32706,2,36,5,6,0,1,3,BE10,0.974379739,1,4,4,5,5,4,5,2,5,5,9,8,8,9,5
32707,2,67,4,66,0,0,8,BE10,1.3027193,1,5,5,4,3,4,3,5,5,4,10,8,10,8,7
32709,2,15,1,66,0,0,,BE10,1.158610098,1,5,5,4,4,4,4,4,5,4,9,9,8,8,7
32801,2,24,5,6,0,1,6,BE10,1.137657633,1,5,4,4,4,4,4,4,1,4,9,8,7,9,6
32802,2,33,1,66,0,0,1,BE10,1.158610098,1,3,5,4,4,4,4,2,5,2,4,4,2,10,0
32804,2,50,5,8,0,1,4,BE10,0.974379739,1,4,4,4,4,3,3,5,5,2,9,8,7,5,4
32809,2,47,1,10,0,1,,BE10,0.992325083,1,5,5,5,5,4,5,5,3,3,8,8,8,6,3
32903,2,88,3,66,0,0,3,BE10,1.3027193,1,5,5,5,4,4,4,2,5,5,8,8,8,8,5
32905,1,38,3,7,0,1,8,BE10,1.064218861,1,4,4,4,4,4,4,4,5,3,7,3,7,7,7
32907,1,36,7,5,1,0,5,BE10,1.007272576,1,4,4,4,5,5,5,2,5,2,7,5,6,8,5
32909,2,17,2,66,0,0,,BE10,1.158610098,1,4,5,5,5,4,4,2,5,1,8,9,10,10,4
33001,2,34,5,9,0,1,10,BE10,1.137657633,1,4,4,4,5,4,4,4,5,4,9,7,8,9,8
33002,1,54,7,5,1,0,10,BE10,1.007272576,1,4,3,4,2,4,3,2,4,2,6,6,6,5,7
33003,1,69,7,66,0,0,8,BE10,1.274634506,1,5,4,5,4,4,4,4,5,2,10,9,8,9,5
33004,1,81,5,66,0,0,5,BE10,1.346696132,1,4,4,5,2,1,1,2,1,2,10,8,8,6,6
33008,1,42,3,66,0,0,2,BE10,1.064218861,1,5,4,5,4,5,5,1,4,4,8,9,10,10,6
33101,2,61,7,9,0,1,8,BE10,1.233010871,1,5,4,5,2,3,4,4,4,3,10,10,10,2,8
33103,2,77,2,66,0,0,3,BE10,1.255719476,1,4,3,3,1,3,4,2,3,3,5,5,3,3,5
33105,1,48,7,6,0,1,6,BE10,1.007272576,1,4,4,3,3,4,3,3,3,2,7,6,5,7,5
33107,1,46,7,9,0,1,10,BE10,1.007272576,1,5,4,4,5,4,4,4,5,1,8,8,8,9,8
33108,1,59,5,7,0,1,6,BE10,1.346696132,1,4,4,4,4,4,4,2,5,1,8,8,7,8,6
33201,2,34,7,8,0,1,9,BE10,1.137657633,1,4,3,4,4,3,3,3,4,3,9,10,8,8,7
33202,2,44,7,8,0,1,7,BE10,0.974379739,1,5,3,4,3,3,3,3,3,4,7,7,7,9,7
33205,1,21,5,66,0,0,7,BE10,1.242551197,1,4,3,3,3,4,4,2,4,3,8,8,8,5,6
33207,1,40,7,7,0,1,6,BE10,1.007272576,1,5,4,4,4,4,4,1,5,4,7,8,6,5,7
33301,1,72,6,66,0,0,5,BE10,1.274634506,1,4,4,4,4,4,3,4,5,2,10,10,8,7,7
33302,2,81,7,66,0,0,,BE10,1.233010871,1,5,5,5,4,5,4,2,5,2,10,10,10,9,4
33304,1,19,3,66,0,0,6,BE10,1.242551197,1,4,4,4,4,5,4,3,4,5,8,8,7,7,8
33305,2,26,7,8,0,1,9,BE10,1.137657633,1,5,4,4,4,4,3,5,4,4,9,9,9,9,7
33307,2,68,3,66,0,0,,BE10,1.3027193,1,5,5,5,5,4,3,5,5,5,10,10,10,10,3
33308,2,38,7,9,0,1,10,BE24,0.855294341,0,5,5,5,4,4,5,5,5,5,9,9,9,9,8
33401,2,92,1,66,0,0,,BE10,1.255719476,1,2,2,2,2,2,2,1,4,2,2,5,2,5,2
33402,1,34,7,7,0,1,8,BE10,1.17606236,1,4,2,4,4,4,4,3,2,3,7,7,6,5,6
33403,2,54,5,9,0,1,8,BE10,0.974379739,1,4,4,5,4,4,4,4,5,4,7,6,6,8,6
33405,2,44,7,5,1,0,10,BE10,0.974379739,1,4,3,4,4,4,3,3,4,4,7,7,6,6,7
33407,2,32,7,8,0,1,5,BE10,1.137657633,1,4,3,4,4,3,3,4,2,3,8,7,7,6,5
33501,2,23,3,66,0,0,,BE10,1.201975254,1,4,4,5,5,4,4,4,5,4,9,8,8,7,5
33503,2,41,7,8,0,1,10,BE10,0.974379739,1,4,4,4,4,4,4,4,4,2,7,7,7,7,3
33504,2,51,7,8,0,1,10,BE10,0.974379739,1,4,4,4,4,4,3,4,3,4,9,9,8,8,5
33505,2,59,6,66,0,0,8,BE10,1.233010871,1,5,4,4,4,5,5,4,5,4,9,9,10,10,7
33506,2,61,5,66,0,0,8,BE10,1.233010871,1,5,5,4,4,4,4,5,5,5,8,8,8,8,7
33507,2,68,7,66,0,0,4,BE10,1.233010871,1,5,5,5,5,5,5,5,5,2,10,10,10,8,6
33601,2,19,3,66,0,0,7,BE10,1.201975254,1,4,3,4,3,3,3,3,4,2,5,3,5,5,4
33602,2,39,7,66,0,0,10,BE10,0.974379739,1,5,4,4,3,4,4,4,5,4,8,8,8,6,6
33604,1,65,7,8,0,1,10,BE10,1.274634506,1,5,3,4,3,4,4,2,4,3,9,9,8,8,7
33608,1,46,6,8,0,1,6,BE10,1.007272576,1,5,4,4,4,4,4,4,5,4,6,6,6,7,5
33609,1,26,6,6,0,1,10,BE10,1.17606236,1,4,3,3,4,4,3,2,5,4,7,8,6,6,8
40101,2,22,6,66,0,0,,BE25,0.858825994,0,3,4,3,4,3,4,2,5,5,10,7,8,9,3
40102,1,31,3,7,0,1,7,BE25,0.860691675,0,2,4,3,2,4,2,4,3,2,8,8,6,7,6
40103,2,50,7,6,0,1,10,BE25,0.855294341,0,3,4,4,4,3,4,4,3,2,8,8,7,7,3
40106,2,89,2,66,0,0,7,BE25,1.284411148,0,5,4,4,4,4,5,4,5,3,7,7,7,8,7
40107,1,38,3,8,0,1,,BE25,0.85715235,0,4,4,3,3,3,4,4,4,3,6,6,6,7,6
40108,2,45,6,66,0,0,6,BE25,0.855294341,0,1,4,4,2,4,3,2,4,3,9,9,9,8,1
40109,1,57,1,66,0,0,4,BE25,1.28112585,0,5,4,4,2,3,4,3,5,2,7,5,8,5,5
40201,1,16,2,66,0,0,,BE25,1.289705347,0,4,4,4,4,4,4,4,4,4,9,9,9,8,7
40208,2,40,2,66,0,0,5,BE25,1.287695537,0,3,3,3,4,3,4,4,3,3,5,6,7,8,6
40301,2,22,5,8,0,1,7,BE25,0.862898819,0,5,4,5,4,3,5,5,4,2,8,8,9,6,5
40304,1,49,4,7,0,1,6,BE25,0.85715235,0,4,4,4,2,4,4,4,4,4,8,8,8,7,5
40306,1,74,1,66,0,0,2,BE25,1.28112585,0,4,4,4,4,5,4,4,4,4,7,10,9,7,7
40401,2,20,4,6,0,1,,BE25,0.862898819,0,2,4,4,2,2,2,4,2,2,8,8,7,8,9
40402,2,28,2,66,0,0,6,BE25,1.293012647,0,2,3,3,2,3,3,3,2,3,9,9,6,6,5
40403,2,43,4,9,0,1,9,BE25,0.859350418,0,5,5,5,5,4,5,4,5,4,8,8,9,8,7
40404,2,49,2,9,0,1,4,BE25,1.287695537,0,4,4,4,4,4,4,3,4,3,8,8,8,7,6
40405,2,62,1,66,0,0,5,BE25,1.284411148,0,5,5,5,5,4,5,5,5,2,8,8,8,1,5
40408,2,35,4,8,0,1,8,BE25,0.859350418,0,4,4,4,4,4,4,4,4,3,7,7,8,7,7
40409,1,55,7,9,0,1,10,BE25,0.850930719,0,4,4,5,5,1,4,3,5,4,8,8,7,6,8
40501,1,21,4,66,0,0,,BE25,0.860691675,0,5,4,4,4,4,4,3,3,2,7,7,8,5,4
40502,2,29,7,7,0,1,9,BE25,0.858825994,0,4,4,4,5,3,4,3,4,3,8,8,7,7,4
40503,2,44,3,8,0,1,4,BE25,0.859350418,0,4,4,4,2,4,4,2,2,4,10,10,8,7,5
40504,2,58,2,66,0,0,2,BE25,1.284411148,0,5,5,5,2,3,4,1,2,1,5,4,2,2,2
40506,2,37,3,5,1,0,7,BE25,0.859350418,0,3,3,4,4,3,4,3,3,3,5,5,6,5,5
40507,2,65,6,66,0,0,1,BE25,0.853112833,0,3,4,3,4,2,3,1,3,1,8,8,7,8,4
40508,1,51,4,8,0,1,7,BE25,0.85715235,0,4,4,4,4,4,3,4,3,4,8,8,8,7,6
40602,2,27,4,10,0,1,8,BE25,0.862898819,0,4,5,3,3,3,3,4,2,4,9,9,9,7,5
40603,2,42,7,66,0,0,7,BE25,0.855294341,0,1,5,5,5,5,5,5,5,4,10,10,10,9,9
40604,2,54,4,9,0,1,3,BE25,0.859350418,0,4,4,4,4,4,4,3,4,3,8,8,8,8,8
40605,2,62,2,66,0,0,2,BE25,1.284411148,0,5,5,5,4,5,4,4,4,4,5,6,6,5,6
40609,2,48,4,8,0,1,7,BE25,0.859350418,0,4,4,4,4,4,4,4,4,5,8,8,8,8,8
40701,1,23,6,66,0,0,6,BE25,0.856629268,0,4,4,4,4,4,4,2,4,4,9,9,9,5,7
40702,2,30,4,9,0,1,6,BE25,0.862898819,0,4,4,4,4,4,4,5,4,4,8,8,8,7,8
40703,1,44,2,9,0,1,7,BE25,1.284401837,0,4,4,4,4,4,4,4,5,4,9,9,9,10,9
40704,1,50,2,9,0,1,7,BE25,1.284401837,0,3,5,5,4,4,4,4,4,3,9,9,9,9,8
40705,1,56,4,10,0,1,5,BE25,0.854966103,0,5,4,5,5,5,5,5,5,4,9,9,9,9,9
40802,2,32,5,66,0,0,3,BE25,0.862898819,0,5,4,4,3,3,2,1,3,3,6,6,7,6,5
40803,1,40,4,6,0,1,6,BE25,0.85715235,0,5,4,4,4,4,4,2,3,2,8,8,8,8,8
40804,2,52,4,9,0,1,5,BE25,0.859350418,0,4,4,4,3,4,3,4,4,4,7,7,7,7,5
40805,1,60,1,66,0,0,1,BE25,1.28112585,0,5,4,3,1,4,4,3,1,5,8,8,8,4,7
40806,1,69,4,66,0,0,7,BE25,0.854966103,0,4,4,4,3,3,4,4,4,3,9,9,9,6,4
40807,2,78,2,66,0,0,1,BE25,1.284411148,0,5,4,5,4,4,4,5,5,4,9,9,9,8,8
40808,2,17,2,66,0,0,,BE25,1.293012647,0,4,4,4,4,4,3,4,2,2,7,7,8,7,4
40901,2,20,4,66,0,0,,BE25,0.862898819,0,5,4,5,4,4,4,5,4,4,7,7,9,9,7
40902,2,28,6,9,0,1,5,BE25,0.858825994,0,4,3,3,3,3,2,4,3,4,7,7,8,6,2
40903,1,35,4,7,0,1,5,BE25,0.85715235,0,5,4,4,3,4,4,3,4,2,8,8,8,8,5
40904,1,49,7,8,0,1,7,BE25,0.853106648,0,4,4,5,4,4,3,5,5,3,8,8,8,7,7
40905,2,62,4,10,0,1,5,BE25,0.857158564,0,5,5,5,4,4,4,4,5,5,10,10,10,5,9
40907,2,83,1,66,0,0,,BE25,1.284411148,0,3,3,5,2,4,4,4,4,4,7,7,7,5,6
40908,1,42,3,8,0,1,7,BE25,0.85715235,0,5,4,4,4,4,5,4,4,4,8,8,8,7,7
41001,1,25,7,8,0,1,10,BE25,0.856629268,0,4,3,4,5,3,4,4,5,4,8,8,9,7,4
41002,2,32,5,5,1,0,4,BE25,0.862898819,0,4,3,3,3,3,3,3,3,5,5,5,5,4,5
41004,2,52,7,7,0,1,6,BE25,0.855294341,0,3,4,4,4,4,4,4,4,2,8,7,7,6,4
41005,2,67,4,9,0,1,6,BE25,0.857158564,0,5,4,4,4,4,4,5,5,5,7,7,8,7,7
41006,1,17,2,66,0,0,5,BE25,1.289705347,0,5,4,3,3,2,3,1,4,4,5,6,6,5,7
41007,1,47,6,8,0,1,8,BE25,0.853106648,0,5,5,4,4,2,3,5,5,5,10,10,10,9,8
41008,1,59,6,66,0,0,6,BE25,0.850930719,0,5,4,4,5,4,5,4,5,4,8,8,8,7,6
41101,1,19,4,7,0,1,6,BE25,0.860691675,0,4,4,5,3,4,4,4,4,1,8,8,10,9,8
41104,2,83,2,66,0,0,2,BE25,1.284411148,0,5,4,2,3,4,2,2,3,2,7,8,4,8,4
41105,1,27,1,7,0,1,4,BE25,1.289705347,0,4,4,4,4,4,4,4,4,4,8,8,8,8,6
41107,2,49,2,66,0,0,4,BE25,1.287695537,0,4,4,4,2,3,2,2,3,3,8,8,8,3,4
41108,2,73,2,66,0,0,4,BE25,1.284411148,0,4,4,4,4,4,4,4,4,1,7,7,8,8,6
41109,1,63,4,66,0,0,3,BE25,0.854966103,0,5,5,5,3,4,4,2,4,4,8,8,8,6,7
41201,2,16,1,66,0,0,8,BE25,1.293012647,0,3,4,5,4,4,4,3,3,4,8,9,8,8,7
41202,1,31,3,6,0,1,9,BE25,0.860691675,0,5,4,4,4,4,4,5,4,4,6,6,6,6,6
41204,1,58,2,5,1,0,3,BE25,1.28112585,0,5,2,1,2,2,2,1,2,2,6,4,4,2,2
