idno,GEN,AGE,EDU,JOBS,JOBS1,JOBS2,INCOME,region,pspwght,regions,FW1,FW3,FW7,FW9,FW10,FW11,FW2,FW12,FW13,FW4,FW5,FW6,FW8,FW14
51808,2,77,1,66,0,0,5,BE23,1.284411148,0,4,2,2,3,2,4,3,3,4,5,5,5,3,4
51902,1,73,2,66,0,0,1,BE23,1.28112585,0,5,5,5,5,5,5,4,4,4,9,9,9,9,8
51905,2,57,4,8,0,1,7,BE23,0.857158564,0,3,3,4,2,3,3,3,1,3,7,7,7,7,6
51906,1,16,2,66,0,0,3,BE23,1.289705347,0,4,4,4,3,5,5,4,3,2,9,8,8,7,6
51907,2,38,6,7,0,1,8,BE23,0.855294341,0,2,4,4,5,4,4,4,4,5,8,8,8,8,3
51908,1,47,4,66,0,0,8,BE23,0.85715235,0,5,5,5,5,5,5,5,5,4,10,10,10,10,10
52001,1,54,4,9,0,1,5,BE23,0.85715235,0,4,5,4,4,4,4,4,5,4,8,8,9,7,8
52006,2,63,1,66,0,0,5,BE23,1.284411148,0,3,4,4,5,4,2,4,2,4,8,8,8,5,6
52007,1,52,4,10,0,1,5,BE23,0.85715235,0,5,5,4,4,4,4,5,5,5,8,8,8,9,8
52101,1,32,4,6,0,1,8,BE23,0.860691675,0,4,4,4,4,4,4,5,5,4,9,9,9,8,8
52103,1,50,4,9,0,1,,BE23,0.85715235,0,5,5,4,4,4,4,2,5,4,8,8,8,8,5
52104,1,61,4,66,0,0,6,BE23,0.854966103,0,4,4,4,4,3,4,4,5,4,8,8,7,6,6
52105,2,68,2,66,0,0,4,BE23,1.284411148,0,5,5,5,5,5,3,1,4,3,10,10,10,10,4
52107,1,76,4,66,0,0,8,BE23,0.854966103,0,3,2,4,2,4,3,4,4,2,8,8,8,7,7
52205,1,27,6,8,0,1,6,BE23,0.856629268,0,4,4,4,4,3,4,4,4,4,7,7,7,6,7
52206,2,37,5,8,0,1,7,BE23,0.859350418,0,4,4,4,4,3,4,4,4,2,8,8,9,6,6
52208,2,56,6,8,0,1,8,BE23,0.853112833,0,5,4,4,5,4,5,4,5,4,8,8,8,8,6
52209,1,46,3,66,0,0,8,BE23,0.85715235,0,4,4,4,5,3,4,3,5,4,9,9,9,8,8
52301,2,53,4,8,0,1,2,BE23,0.859350418,0,5,4,4,3,3,3,4,4,4,10,10,9,8,8
52303,2,21,4,5,1,0,9,BE23,0.862898819,0,4,2,3,2,4,2,2,3,3,6,6,7,7,4
52304,2,44,6,8,0,1,7,BE23,0.855294341,0,5,4,4,4,3,4,4,3,4,7,7,8,7,5
52307,2,16,2,66,0,0,2,BE23,1.293012647,0,4,4,4,4,4,4,4,3,4,9,9,9,7,4
52308,2,64,6,66,0,0,7,BE23,0.853112833,0,4,4,4,2,4,2,4,4,4,10,10,10,9,9
52401,1,33,4,8,0,1,9,BE23,0.860691675,0,5,4,4,4,3,4,3,4,4,9,8,10,8,7
52404,2,60,4,8,0,1,3,BE23,0.857158564,0,5,4,4,4,4,4,4,4,4,10,10,9,6,6
52405,1,72,4,66,0,0,10,BE23,0.854966103,0,5,5,5,5,5,5,5,5,4,10,10,10,10,10
52407,1,37,4,7,0,1,8,BE23,0.85715235,0,5,4,4,2,3,3,2,4,4,8,8,8,8,7
52409,1,56,7,4,1,0,8,BE23,0.850930719,0,4,4,4,2,4,4,4,5,3,7,7,6,7,6
52504,2,40,7,8,0,1,10,BE23,0.855294341,0,4,4,4,2,4,3,4,4,4,8,8,7,8,5
52505,2,43,5,8,0,1,6,BE23,0.859350418,0,4,4,4,4,4,4,4,4,4,8,8,8,7,7
52506,2,48,4,6,0,1,8,BE23,0.859350418,0,3,4,4,3,4,4,4,5,4,9,9,10,8,8
52507,2,51,6,6,0,1,8,BE23,0.855294341,0,3,3,4,3,4,4,4,3,4,6,7,6,6,6
52508,1,62,2,8,0,1,4,BE23,1.28112585,0,4,4,4,4,4,4,4,4,4,7,7,6,6,4
52605,1,28,6,8,0,1,9,BE23,0.856629268,0,3,4,3,3,4,4,5,4,4,10,10,9,8,9
52609,1,77,1,66,0,0,,BE23,1.28112585,0,5,4,5,4,4,4,4,4,4,10,10,10,5,7
52702,2,44,3,8,0,1,6,BE23,0.859350418,0,4,4,4,4,4,5,4,4,4,7,7,8,7,7
52703,2,86,1,66,0,0,1,BE23,1.284411148,0,5,4,4,4,4,4,4,3,5,8,8,8,8,7
52704,2,21,4,66,0,0,10,BE23,0.862898819,0,4,4,3,4,2,3,4,4,4,7,7,7,6,7
52705,1,30,4,66,0,0,7,BE23,0.860691675,0,4,4,5,2,5,4,3,4,3,10,10,10,8,6
52706,1,40,3,7,0,1,9,BE23,0.85715235,0,5,4,4,4,4,4,2,4,2,8,8,8,8,8
52707,2,50,2,7,0,1,5,BE23,1.287695537,0,5,4,4,4,4,4,4,4,4,7,7,7,7,6
52709,1,60,6,7,0,1,5,BE23,0.850930719,0,4,4,4,4,3,4,2,3,4,8,7,7,6,6
52801,2,64,1,66,0,0,9,BE23,1.284411148,0,5,4,4,4,4,4,2,4,5,7,7,7,6,6
52803,1,78,4,66,0,0,3,BE23,0.854966103,0,5,4,4,5,4,5,2,5,3,8,7,7,8,7
52804,2,47,2,6,0,1,3,BE23,1.287695537,0,4,4,5,3,3,3,3,5,4,6,6,7,6,7
52805,2,56,3,66,0,0,4,BE23,0.857158564,0,5,5,3,5,4,5,1,5,1,8,8,9,7,8
52806,1,17,5,66,0,0,10,BE23,0.860691675,0,4,3,4,5,4,4,4,2,4,8,6,8,7,6
52807,2,68,4,66,0,0,3,BE23,0.857158564,0,5,5,5,5,4,5,4,5,5,9,9,9,6,7
52808,1,25,4,8,0,1,5,BE23,0.860691675,0,5,4,4,4,4,4,4,4,3,9,7,8,9,6
52809,1,37,3,8,0,1,7,BE23,0.85715235,0,4,3,4,4,4,4,4,3,4,8,8,8,8,8
52902,1,38,7,6,0,1,9,BE23,0.853106648,0,2,4,2,5,3,4,4,2,4,10,9,4,6,8
52903,1,21,4,66,0,0,9,BE23,0.860691675,0,4,4,4,4,4,3,5,2,5,8,7,8,8,7
52905,1,38,6,7,0,1,3,BE23,0.853106648,0,4,3,4,2,4,3,4,2,2,7,7,6,10,3
52906,1,59,4,8,0,1,7,BE23,0.854966103,0,4,4,4,5,4,3,4,5,4,8,8,8,7,7
52908,2,77,4,66,0,0,3,BE23,0.857158564,0,5,4,4,4,4,4,1,4,4,8,8,8,5,6
53003,1,22,4,66,0,0,7,BE23,0.860691675,0,4,4,4,4,4,4,4,4,4,8,9,8,6,8
53004,2,30,7,8,0,1,6,BE23,0.858825994,0,4,4,4,4,4,4,4,3,2,7,7,8,8,6
53005,1,42,7,8,0,1,8,BE23,0.853106648,0,4,4,4,3,3,3,4,3,4,9,8,8,7,5
53006,1,51,6,8,0,1,7,BE23,0.853106648,0,5,4,3,4,3,4,4,2,2,6,8,7,5,3
53007,2,63,3,66,0,0,6,BE23,0.857158564,0,3,4,4,3,4,3,2,5,4,4,5,4,4,5
53009,1,55,7,9,0,1,6,BE23,0.850930719,0,4,4,4,4,4,4,4,4,4,8,7,7,7,8
53101,1,16,2,7,0,1,6,BE23,1.289705347,0,4,5,3,3,3,4,4,2,4,6,9,6,10,8
53103,1,31,4,66,0,0,8,BE23,0.860691675,0,4,3,4,1,4,2,4,1,2,10,10,8,10,0
53104,2,39,5,8,0,1,7,BE23,0.859350418,0,4,4,5,5,4,5,2,2,1,9,8,9,9,4
53105,1,48,7,9,0,1,7,BE23,0.853106648,0,4,4,4,2,3,3,4,2,4,9,9,8,2,5
53106,1,50,6,66,0,0,5,BE23,0.853106648,0,5,4,3,4,4,4,1,4,1,10,9,9,9,8
53107,2,76,1,66,0,0,4,BE23,1.284411148,0,4,4,4,4,3,4,4,4,4,9,9,9,7,6
53108,1,45,3,7,0,1,10,BE23,0.85715235,0,5,4,4,4,4,4,2,2,4,6,8,7,6,4
53201,2,51,2,66,0,0,1,BE23,1.287695537,0,4,4,3,3,4,3,3,2,3,5,5,5,6,5
53204,2,22,1,66,0,0,10,BE23,1.293012647,0,4,4,3,4,3,3,3,2,2,8,8,9,7,7
53206,2,52,4,10,0,1,7,BE23,0.859350418,0,5,5,4,3,4,3,4,4,2,9,9,9,8,2
53207,2,60,4,66,0,0,2,BE23,0.857158564,0,4,4,4,3,4,3,4,4,2,8,7,8,8,7
53208,1,82,2,66,0,0,3,BE23,1.28112585,0,5,5,5,4,4,2,3,1,1,5,7,8,5,4
53303,2,33,4,66,0,0,4,BE23,0.862898819,0,2,2,2,2,2,2,2,2,2,4,7,4,4,3
53304,1,44,5,9,0,1,9,BE23,0.85715235,0,4,4,4,4,3,4,4,4,4,7,7,6,7,5
53305,1,71,2,66,0,0,9,BE23,1.28112585,0,5,4,4,5,5,5,1,2,1,10,10,10,6,5
53308,2,32,7,3,1,0,8,BE23,0.858825994,0,3,3,2,2,2,1,2,2,2,3,4,2,5,4
53309,1,44,2,9,0,1,5,BE23,1.284401837,0,5,4,4,5,4,5,4,2,3,10,7,7,6,5
53401,2,43,3,5,1,0,6,BE23,0.859350418,0,1,2,2,4,4,4,2,4,2,7,6,6,5,5
53402,1,25,5,7,0,1,5,BE23,0.860691675,0,5,3,4,3,3,3,4,2,4,7,7,7,8,7
53403,1,64,1,66,0,0,3,BE23,1.28112585,0,4,4,4,4,4,4,3,5,3,8,8,8,8,7
53405,1,43,1,7,0,1,3,BE23,1.284401837,0,2,5,4,5,4,5,4,4,5,7,7,8,8,6
53406,1,33,1,7,0,1,7,BE23,1.289705347,0,4,4,4,4,,4,5,4,2,8,8,7,7,6
53407,1,54,4,8,0,1,2,BE23,0.85715235,0,4,4,4,4,4,4,2,4,2,8,8,7,7,7
53409,2,29,4,66,0,0,,BE23,0.862898819,0,3,3,3,3,3,3,3,4,3,8,8,5,5,6
53501,1,24,6,7,0,1,4,BE23,0.856629268,0,4,2,2,2,4,3,3,4,4,6,6,7,9,7
53504,2,75,2,66,0,0,2,BE23,1.284411148,0,4,4,4,4,4,4,4,5,4,8,8,8,8,8
53505,1,85,4,66,0,0,5,BE23,0.854966103,0,4,4,4,2,3,4,2,4,4,7,6,6,7,6
53509,1,32,7,9,0,1,8,BE23,0.856629268,0,3,3,4,4,4,3,4,3,4,9,9,7,6,5
53602,1,69,6,66,0,0,9,BE23,0.850930719,0,5,4,5,4,4,4,4,5,4,9,9,9,9,7
53605,1,62,3,66,0,0,6,BE23,0.854966103,0,4,4,4,3,4,4,4,4,4,8,8,8,6,8
53606,2,79,6,66,0,0,2,BE23,0.853112833,0,5,5,5,4,4,5,4,5,5,10,10,9,9,7
53703,2,19,4,7,0,1,8,BE23,0.862898819,0,5,4,3,4,4,4,5,2,4,7,8,7,9,4
53704,1,20,4,7,0,1,7,BE23,0.860691675,0,4,4,4,4,4,4,4,4,4,8,7,8,8,6
53705,2,27,7,66,0,0,6,BE23,0.858825994,0,4,4,4,4,3,3,4,3,4,7,8,7,8,7
53706,2,31,7,1,1,0,7,BE23,0.858825994,0,4,3,4,3,4,3,2,3,4,5,7,5,4,4
53708,1,47,7,1,1,0,7,BE23,0.853106648,0,3,4,2,4,4,3,2,2,2,4,3,5,8,5
53802,2,67,4,66,0,0,8,BE23,0.857158564,0,4,4,4,3,4,3,4,4,4,9,9,9,8,6
53806,1,66,4,66,0,0,4,BE23,0.854966103,0,5,3,5,5,3,4,3,5,4,8,8,6,5,8
53807,2,18,1,66,0,0,,BE23,1.293012647,0,4,4,4,3,4,4,4,5,4,7,7,7,8,8
53808,2,47,7,7,0,1,10,BE23,0.855294341,0,4,3,3,2,4,3,4,3,3,7,7,7,7,6
53904,2,17,2,66,0,0,8,BE23,1.293012647,0,4,4,3,4,3,3,4,2,4,3,5,7,9,4
53905,2,46,6,9,0,1,4,BE23,0.855294341,0,5,4,5,4,4,4,4,5,4,9,10,9,9,6
53906,2,37,4,66,0,0,5,BE23,0.859350418,0,4,3,4,4,4,4,4,4,4,8,8,8,8,7
53907,1,16,2,66,0,0,5,BE23,1.289705347,0,4,4,3,5,4,5,2,3,2,10,10,10,10,3
53909,2,36,3,8,0,1,7,BE23,0.859350418,0,2,4,4,3,4,1,2,3,2,5,6,4,5,6
54001,1,15,1,66,0,0,2,BE23,1.289705347,0,5,4,4,5,4,4,2,4,3,8,8,9,7,7
54004,2,35,6,9,0,1,9,BE23,0.855294341,0,4,4,4,2,4,3,5,2,4,8,8,8,7,6
54005,1,58,1,66,0,0,1,BE23,1.28112585,0,4,2,5,2,4,3,4,4,4,10,10,10,5,3
54105,2,53,5,8,0,1,8,BE23,0.859350418,0,4,4,4,4,4,4,4,2,4,8,7,8,8,7
54108,1,61,6,10,0,1,10,BE23,0.850930719,0,5,5,5,4,5,4,5,5,5,10,10,10,10,10
54203,2,57,2,66,0,0,1,BE23,1.284411148,0,4,4,4,2,4,4,2,5,4,4,6,8,4,8
54204,1,71,1,66,0,0,4,BE23,1.28112585,0,4,4,5,5,4,2,3,4,2,10,10,10,6,5
54205,2,82,2,66,0,0,1,BE23,1.284411148,0,4,4,4,4,4,4,4,4,4,8,8,8,5,8
54206,2,18,2,10,0,1,2,BE23,1.293012647,0,4,4,4,4,4,4,2,4,4,8,8,8,8,5
54207,1,28,6,9,0,1,9,BE23,0.856629268,0,4,4,4,2,4,4,4,3,4,8,8,9,8,5
54209,2,29,2,3,1,0,6,BE23,1.293012647,0,5,4,3,2,4,4,4,5,4,6,7,7,5,4
54308,2,41,3,7,0,1,4,BE23,0.859350418,0,4,4,4,3,3,4,3,3,3,7,7,7,6,4
54309,2,50,1,66,0,0,5,BE23,1.287695537,0,4,4,4,4,4,4,4,4,4,7,7,7,7,7
54406,2,27,7,8,0,1,7,BE23,0.858825994,0,4,4,4,5,3,3,4,3,2,9,9,9,7,4
54407,2,37,1,7,0,1,6,BE23,1.287695537,0,3,4,4,2,2,2,4,3,4,7,7,5,7,6
54504,2,65,4,66,0,0,4,BE23,0.857158564,0,5,4,4,2,4,3,4,4,4,8,8,8,7,7
54505,2,85,2,66,0,0,2,BE23,1.284411148,0,4,4,4,4,4,4,2,5,4,8,8,8,8,8
54507,2,30,2,7,0,1,6,BE23,1.293012647,0,5,4,4,5,4,5,2,4,4,8,8,8,8,7
54602,2,72,6,66,0,0,6,BE23,0.853112833,0,4,4,4,4,3,3,2,5,3,7,8,8,7,8
54605,1,68,7,66,0,0,8,BE23,0.850930719,0,4,4,5,4,4,4,4,5,4,9,9,9,9,9
54606,2,25,6,8,0,1,7,BE23,0.858825994,0,3,4,4,4,4,5,4,4,4,8,8,10,8,7
54609,2,57,6,9,0,1,5,BE23,0.853112833,0,5,4,4,4,4,3,5,4,4,10,10,10,8,7
54701,1,33,2,6,0,1,3,BE23,1.289705347,0,4,3,4,4,3,3,2,4,3,6,8,5,4,4
54702,1,43,6,6,0,1,7,BE23,0.853106648,0,3,4,4,2,3,3,2,2,3,7,6,6,5,5
54703,2,19,4,66,0,0,5,BE23,0.862898819,0,4,4,4,4,4,3,3,3,3,7,8,8,7,6
54704,2,23,5,6,0,1,7,BE23,0.862898819,0,4,3,4,3,3,4,2,4,2,6,7,5,6,4
54705,1,30,6,8,0,1,7,BE23,0.856629268,0,3,4,4,2,3,4,4,3,3,7,6,8,9,5
54706,2,40,7,9,0,1,6,BE23,0.855294341,0,4,4,5,4,3,3,4,4,1,8,8,8,7,4
54707,1,49,2,6,0,1,6,BE23,1.284401837,0,2,4,3,2,4,3,2,4,4,6,7,5,6,4
54709,1,60,2,8,0,1,4,BE23,1.28112585,0,3,4,4,2,3,3,4,2,4,7,7,5,4,6
54803,1,79,1,66,0,0,4,BE23,1.28112585,0,4,4,1,4,4,4,,5,2,9,9,9,8,8
54804,1,15,2,66,0,0,8,BE23,1.289705347,0,4,4,4,5,4,4,2,2,4,8,7,8,7,6
60102,1,34,7,8,0,1,9,BE22,0.856629268,0,4,4,4,5,4,4,4,5,4,8,8,7,7,7
60103,1,41,4,7,0,1,6,BE22,0.85715235,0,4,4,3,2,4,2,3,3,4,8,6,8,6,5
60104,1,53,5,7,0,1,3,BE22,0.85715235,0,5,5,5,2,5,2,1,5,1,7,7,7,7,6
60105,1,59,2,66,0,0,4,BE22,1.28112585,0,4,4,4,4,4,4,4,4,4,7,7,7,7,6
60107,1,79,6,66,0,0,7,BE22,0.850930719,0,4,4,4,4,4,3,4,2,2,8,8,7,7,6
60109,2,47,7,9,0,1,6,BE22,0.855294341,0,4,4,4,4,4,4,4,5,4,9,9,8,7,8
60201,2,21,6,66,0,0,8,BE22,0.858825994,0,5,4,4,4,3,4,5,5,5,8,10,7,8,6
60203,2,29,6,66,0,0,4,BE22,0.858825994,0,4,2,3,2,2,2,1,2,3,7,7,7,3,4
60206,1,54,2,8,0,1,4,BE22,1.284401837,0,2,4,4,4,2,4,4,2,2,6,6,6,7,4
60208,1,42,4,9,0,1,6,BE22,0.85715235,0,4,4,4,4,4,4,4,4,3,8,8,8,9,7
60209,1,61,4,66,0,0,4,BE22,0.854966103,0,2,4,4,4,4,4,4,4,4,7,8,7,6,9
60301,2,21,4,66,0,0,,BE22,0.862898819,0,4,4,4,2,4,4,1,5,1,9,9,9,8,2
60304,2,49,4,66,0,0,9,BE22,0.859350418,0,4,3,4,4,4,4,4,4,4,7,7,6,7,7
60305,1,61,4,66,0,0,4,BE22,0.854966103,0,4,4,4,5,4,4,4,2,4,8,8,8,7,6
60307,1,82,1,66,0,0,,BE22,1.28112585,0,5,4,4,3,4,4,3,4,2,10,10,10,5,7
60403,2,43,5,9,0,1,3,BE22,0.859350418,0,4,4,4,4,4,4,4,4,4,7,7,9,8,7
60404,1,49,5,66,0,0,4,BE22,0.85715235,0,4,4,4,2,3,4,4,4,2,4,4,4,4,4
60406,2,72,2,66,0,0,,BE22,1.284411148,0,4,4,4,4,4,4,4,4,4,7,6,7,6,5
60501,2,23,5,9,0,1,7,BE22,0.862898819,0,5,2,4,4,3,4,4,2,4,8,8,9,8,5
60502,1,32,6,7,0,1,9,BE22,0.856629268,0,5,4,5,3,4,4,5,5,5,8,8,7,8,7
60504,1,51,5,10,0,1,6,BE22,0.85715235,0,3,4,4,3,4,3,4,3,4,8,8,8,7,7
60505,1,57,2,8,0,1,5,BE22,1.28112585,0,4,4,4,4,4,4,2,4,3,8,8,8,7,6
60506,2,74,3,66,0,0,3,BE22,0.857158564,0,5,4,4,4,4,4,4,5,4,8,8,8,7,6
60507,2,88,4,66,0,0,,BE22,0.857158564,0,5,4,4,3,4,4,4,2,2,8,8,8,5,6
60509,2,65,1,66,0,0,9,BE22,1.284411148,0,4,2,4,5,4,5,4,4,2,10,10,10,5,2
60602,2,27,7,9,0,1,6,BE22,0.858825994,0,5,4,4,4,3,4,4,3,4,8,8,8,7,6
60607,2,78,1,88,,,2,BE22,1.284411148,0,5,,4,5,4,4,3,2,3,7,7,8,6,7
60608,2,35,6,9,0,1,8,BE22,0.855294341,0,2,4,4,4,3,4,3,3,5,10,10,9,5,1
60609,1,48,4,66,0,0,6,BE22,0.85715235,0,4,4,4,3,4,4,4,4,4,8,8,8,8,5
60701,1,23,7,8,0,1,7,BE22,0.856629268,0,4,4,4,3,3,3,4,4,2,9,8,9,6,3
60702,1,32,3,7,0,1,5,BE22,0.860691675,0,4,4,4,4,4,4,2,2,4,6,6,6,8,6
60703,2,52,2,66,0,0,8,BE22,1.287695537,0,5,4,4,4,4,4,3,4,4,8,8,8,8,8
60706,1,46,2,66,0,0,3,BE22,1.284401837,0,4,4,4,4,4,3,4,3,2,9,9,9,8,6
60707,2,65,6,66,0,0,6,BE22,0.853112833,0,5,4,5,4,4,4,3,2,3,8,9,8,8,8
60709,1,58,3,66,0,0,8,BE22,0.854966103,0,3,4,4,4,4,5,3,4,4,10,10,10,10,5
60801,2,24,6,9,0,1,7,BE22,0.858825994,0,4,4,4,4,4,4,4,4,4,8,7,8,8,7
60802,1,33,5,8,0,1,9,BE22,0.860691675,0,4,4,4,4,4,4,4,4,4,10,8,8,7,5
60805,1,64,2,66,0,0,3,BE22,1.28112585,0,5,4,4,4,4,4,5,5,4,8,8,8,4,7
60806,2,74,1,66,0,0,3,BE22,1.284411148,0,5,4,5,4,4,4,5,5,3,7,7,7,0,4
60807,2,17,2,66,0,0,5,BE22,1.293012647,0,3,4,4,3,4,4,4,4,4,8,8,9,5,8
60808,1,47,6,7,0,1,5,BE22,0.853106648,0,4,4,4,4,4,4,3,3,4,8,8,7,7,6
60901,2,19,4,66,0,0,10,BE22,0.862898819,0,4,3,5,3,4,2,5,3,2,8,7,9,8,5
60905,1,61,2,66,0,0,,BE22,1.28112585,0,3,4,4,2,4,4,4,4,2,6,6,5,7,3
60906,2,68,5,66,0,0,4,BE22,0.857158564,0,5,4,4,4,4,4,2,4,4,7,7,7,6,6
60907,1,79,1,66,0,0,3,BE22,1.28112585,0,4,4,4,4,3,4,2,5,4,8,8,9,7,6
60908,2,35,6,6,0,1,5,BE22,0.855294341,0,5,4,4,5,4,4,4,5,3,7,7,5,5,5
60909,2,48,4,9,0,1,5,BE22,0.859350418,0,4,4,4,4,3,4,3,4,4,10,9,9,8,6
61001,1,18,4,66,0,0,9,BE22,0.860691675,0,4,4,4,4,4,4,3,4,3,8,9,8,9,5
61002,2,34,6,9,0,1,8,BE22,0.858825994,0,4,4,4,3,4,5,5,2,2,7,7,7,7,6
61003,2,42,6,66,0,0,5,BE22,0.855294341,0,5,4,4,4,4,4,2,4,4,7,8,7,7,5
61004,1,54,6,8,0,1,10,BE22,0.853106648,0,5,4,4,4,4,4,5,4,5,9,9,9,8,9
61005,1,60,7,9,0,1,9,BE22,0.850930719,0,3,4,4,3,3,4,4,2,3,9,7,7,7,2
61007,1,78,4,66,0,0,4,BE22,0.854966103,0,5,4,4,4,4,4,4,4,2,7,7,8,6,7
61008,1,25,6,7,0,1,10,BE22,0.856629268,0,5,4,4,4,3,3,4,5,4,10,8,7,6,8
61009,2,48,6,8,0,1,5,BE22,0.855294341,0,2,3,3,2,4,3,3,2,2,7,6,7,4,6
61101,1,24,4,9,0,1,8,BE22,0.860691675,0,4,4,4,5,4,4,4,4,4,10,10,8,8,7
61102,2,32,5,66,0,0,8,BE22,0.862898819,0,5,5,4,4,4,4,2,4,4,7,7,8,8,8
61103,1,40,5,8,0,1,7,BE22,0.85715235,0,4,4,4,3,4,3,4,4,4,8,7,8,7,4
61104,1,52,4,7,0,1,8,BE22,0.85715235,0,4,4,4,4,3,4,4,4,4,7,8,7,6,6
61105,2,58,,8,0,1,8,BE22,0.997730063,0,5,4,4,4,4,4,4,4,2,7,8,9,8,7
61106,1,66,1,66,0,0,5,BE22,1.28112585,0,5,4,5,5,4,5,5,5,5,10,10,10,8,10
61107,2,76,1,66,0,0,3,BE22,1.284411148,0,4,4,4,4,4,4,2,4,2,5,5,5,6,5
61108,2,17,2,66,0,0,6,BE22,1.293012647,0,4,4,5,4,3,3,1,3,4,8,8,9,7,3
61109,1,46,6,8,0,1,9,BE22,0.853106648,0,3,4,4,2,4,2,4,2,2,7,6,5,7,4
61201,2,19,4,66,0,0,6,BE22,0.862898819,0,5,3,5,3,4,3,4,4,4,10,10,10,9,7
61202,1,34,3,8,0,1,7,BE22,0.860691675,0,4,4,4,3,4,3,4,3,2,7,7,8,8,6
61204,1,53,1,0,1,0,3,BE22,1.284401837,0,4,4,4,4,4,2,2,4,4,9,9,9,8,5
61205,1,60,7,8,0,1,7,BE22,0.850930719,0,4,4,4,3,4,4,3,3,3,8,8,8,7,6
61206,1,68,7,66,0,0,5,BE22,0.850930719,0,4,4,4,3,4,5,4,4,2,9,9,9,9,7
61207,2,79,3,66,0,0,2,BE22,0.857158564,0,4,4,5,5,4,1,1,2,2,9,8,9,7,8
61208,2,26,3,66,0,0,2,BE22,0.862898819,0,4,4,4,4,4,5,2,5,2,10,10,10,3,3
61209,1,47,4,66,0,0,10,BE22,0.85715235,0,4,3,3,4,3,4,4,4,3,8,8,8,8,8
61301,1,20,4,66,0,0,,BE22,0.860691675,0,5,4,4,4,4,4,4,4,3,9,8,8,8,4
61303,1,42,5,7,0,1,7,BE22,0.85715235,0,5,3,3,2,4,4,2,4,5,8,8,8,9,5
61304,2,60,4,66,0,0,6,BE22,0.857158564,0,4,4,5,4,3,4,4,4,3,8,8,8,7,6
61305,1,66,2,66,0,0,5,BE22,1.28112585,0,4,4,5,4,4,4,2,4,4,9,9,9,6,6
61307,1,54,2,10,0,1,4,BE22,1.284401837,0,5,4,5,1,3,4,3,5,2,10,10,9,1,6
61308,1,35,6,9,0,1,8,BE22,0.853106648,0,4,5,5,5,5,5,5,5,5,10,10,10,8,8
61309,1,48,3,9,0,1,8,BE22,0.85715235,0,5,5,4,5,4,5,5,5,4,9,9,9,8,8
61403,1,72,5,66,0,0,5,BE22,0.854966103,0,4,4,4,3,4,4,1,4,3,8,9,9,4,4
61406,1,56,1,10,0,1,5,BE22,1.28112585,0,4,4,4,4,4,2,2,4,4,9,9,10,8,9
61408,1,29,2,9,0,1,4,BE22,1.289705347,0,4,4,4,5,4,5,5,5,2,10,10,10,10,7
61409,2,38,4,9,0,1,1,BE22,0.859350418,0,5,4,4,4,4,4,4,5,2,7,8,8,9,7
61501,2,16,2,66,0,0,,BE22,1.293012647,0,4,4,3,3,4,3,3,5,4,8,7,7,8,7
61502,1,34,4,9,0,1,10,BE22,0.860691675,0,4,5,4,3,4,4,5,4,4,9,9,8,6,7
61504,2,58,2,66,0,0,2,BE22,1.284411148,0,4,2,2,4,3,4,2,3,2,5,5,5,6,3
61505,1,65,2,66,0,0,2,BE22,1.28112585,0,2,4,5,1,4,3,4,4,2,10,10,10,4,5
61506,1,26,7,66,0,0,,BE22,0.856629268,0,5,3,4,4,4,4,2,3,5,8,8,9,10,7
61507,2,46,6,8,0,1,6,BE22,0.855294341,0,4,4,4,4,4,4,4,3,4,7,8,8,7,6
61508,2,40,7,9,0,1,9,BE22,0.855294341,0,5,4,4,3,2,4,4,2,4,9,9,8,5,7
61601,1,22,2,66,0,0,7,BE22,1.289705347,0,4,4,4,4,4,4,4,4,4,7,7,7,6,7
61602,1,29,7,8,0,1,4,BE22,0.856629268,0,4,4,4,3,4,3,4,3,3,8,7,8,9,6
61604,1,49,2,7,0,1,10,BE22,1.284401837,0,5,4,4,5,4,4,4,5,5,8,8,7,8,8
61606,1,71,2,66,0,0,4,BE22,1.28112585,0,4,4,4,4,4,4,2,4,4,7,7,8,8,3
61608,2,36,6,5,1,0,8,BE22,0.855294341,0,5,4,4,4,4,4,4,5,2,9,9,9,7,7
61609,2,55,6,9,0,1,9,BE22,0.853112833,0,3,4,4,3,4,2,4,2,4,9,9,9,8,7
61701,1,24,2,66,0,0,2,BE22,1.289705347,0,4,4,3,4,4,4,2,5,2,8,8,8,5,5
61702,2,32,5,7,0,1,5,BE22,0.862898819,0,5,4,4,5,4,4,4,5,5,10,9,10,9,7
61704,2,54,6,66,0,0,2,BE22,0.855294341,0,4,4,4,3,4,4,4,4,2,8,8,8,6,7
61705,2,64,7,66,0,0,4,BE22,0.853112833,0,5,4,4,4,4,4,5,5,4,8,8,8,8,7
61706,2,86,1,66,0,0,1,BE22,1.284411148,0,4,4,4,4,4,4,4,5,4,8,8,7,7,6
61801,1,39,4,10,0,1,9,BE22,0.85715235,0,5,3,4,3,4,4,4,5,4,7,7,7,6,5
61802,2,40,4,10,0,1,7,BE22,0.859350418,0,5,5,5,3,4,4,5,5,3,10,10,9,8,6
61805,2,60,4,9,0,1,2,BE22,0.857158564,0,2,4,4,2,4,4,4,4,4,5,6,6,5,5
61806,2,70,4,66,0,0,4,BE22,0.857158564,0,3,4,4,3,4,3,2,2,2,9,9,8,7,7
61808,2,37,7,7,0,1,10,BE22,0.855294341,0,5,4,4,3,4,4,4,2,4,8,8,8,7,8
